blueTeamControlWardsPlaced,blueTeamWardsPlaced,blueTeamTurretPlatesDestroyed,blueTeamFirstBlood,blueTeamMinionsKilled,blueTeamJungleMinions,redTeamControlWardsPlaced,redTeamWardsPlaced,redTeamTurretPlatesDestroyed,redTeamMinionsKilled,redTeamJungleMinions,blueWin,GoldDifference,XpDifference,DamageDifference,KillDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference
2,26,5,0,383,111,3,57,11,341,72,1,4265,2550,-5824,1,0,1,0,0
5,29,6,0,398,91,3,28,7,337,81,1,8430,5139,12439,14,1,0,2,0
3,28,8,0,355,56,4,67,4,338,72,1,1315,-230,-2401,4,0,0,0,0
3,22,9,1,387,105,2,28,4,410,90,1,-4344,-1559,349,-6,1,0,-2,0
5,117,3,1,420,122,1,41,13,364,60,1,9961,5268,16852,9,0,0,-1,0
1,22,5,1,404,85,2,35,7,389,97,1,7438,4666,13679,14,1,0,1,0
5,27,6,1,388,76,4,23,6,377,92,0,-2163,-3019,-2950,-2,0,0,-1,0
2,23,13,0,361,85,6,27,4,354,86,0,-1199,1717,1801,2,0,0,-4,0
3,24,8,0,344,98,4,87,3,333,110,1,338,510,6177,2,0,1,1,0
3,26,7,0,363,90,1,27,4,381,81,0,-4423,-2964,-12422,-9,-1,0,-1,0
1,21,7,1,324,48,1,94,5,357,86,0,-3207,-3100,-293,-5,1,0,-2,0
9,37,5,0,352,88,2,100,2,367,90,0,-919,-556,-132,0,1,0,0,0
4,30,4,1,367,82,4,31,7,363,110,0,1279,-1081,399,4,0,-1,0,0
4,27,9,1,345,91,6,30,3,371,76,0,-4176,-3380,-3123,-8,-2,0,-1,0
2,24,5,1,378,89,5,44,4,377,94,1,1526,1005,3233,1,-2,0,1,0
4,31,6,1,390,90,2,25,6,353,90,1,8970,5959,11707,17,0,0,2,0
4,22,8,1,370,113,3,200,4,313,86,1,2530,803,5099,-4,1,1,1,0
4,29,10,0,350,85,6,36,2,385,113,0,-7971,-6055,-1396,-10,-1,0,-3,0
4,32,4,1,411,93,4,27,9,367,66,1,2249,1023,4859,-1,-2,0,0,0
2,100,4,0,388,90,8,34,7,404,101,0,-3271,-2685,-9835,-5,-2,-1,-1,0
1,24,5,0,407,83,4,26,12,342,92,0,-879,-230,4687,-9,-2,-1,2,0
2,27,9,0,361,104,4,20,7,363,80,1,1393,1113,2002,2,0,0,0,0
4,27,10,0,366,112,6,29,12,356,114,0,-3312,-3904,-2917,-11,-2,0,-2,0
3,33,8,0,351,73,3,45,1,378,86,0,-3792,-3338,-324,-6,-1,0,-1,0
4,33,5,1,353,66,4,31,3,382,86,0,-411,-3213,4112,2,-1,0,1,0
3,29,4,1,376,105,2,29,8,389,93,1,3356,2155,424,6,-2,1,1,0
3,70,4,1,365,86,6,26,4,347,102,0,-1160,-734,-3541,-4,1,0,0,0
3,25,8,0,335,116,2,118,4,410,83,0,-3030,-3243,-3215,-6,-2,0,0,0
4,32,3,1,339,69,5,35,3,349,91,1,2370,836,605,3,0,0,1,0
2,30,10,0,337,108,4,29,4,405,63,0,-6776,-2571,-10716,-11,-2,0,-2,0
1,26,4,1,376,94,4,29,9,358,94,1,833,2032,-1153,-1,-2,0,0,0
4,37,5,1,341,88,3,29,4,406,92,0,-5335,-7139,-12022,-8,-1,0,-2,0
3,23,12,0,367,110,7,168,5,436,102,0,-8575,-3862,-8043,-10,2,0,-3,0
1,28,3,0,371,106,2,25,4,394,80,1,618,2505,-3886,2,2,0,-1,0
3,29,12,0,302,75,4,25,5,354,103,0,-10014,-6656,-14687,-11,-2,0,-4,0
7,29,6,1,383,107,5,27,6,430,107,1,-476,1777,-7446,0,-2,0,0,0
2,27,4,1,327,74,0,28,9,328,89,1,5361,3329,5223,11,-2,-1,1,0
20,43,8,0,351,74,4,25,3,403,93,0,-6414,-5602,-16494,-9,-1,-1,-1,0
5,24,6,1,340,94,2,26,2,388,70,1,769,-1046,-2327,3,0,0,0,0
7,35,2,0,333,95,7,40,2,401,92,1,-1239,-1224,-1431,0,1,0,0,0
1,35,6,0,345,82,6,30,6,315,109,1,24,-1038,5632,-1,-1,0,0,0
5,25,3,0,331,96,2,30,6,348,86,1,-1210,-1034,-7509,-5,-2,0,0,0
1,26,5,0,366,91,5,31,12,299,104,1,4229,3394,-2943,4,-2,0,-1,0
2,23,4,1,350,91,5,27,10,312,64,1,-1591,267,1139,-9,0,0,1,0
5,24,6,1,360,92,4,69,1,389,98,1,-3611,-1769,-3957,-2,-1,0,-1,0
6,30,5,0,393,105,7,24,2,396,102,0,-880,-161,1418,-3,-2,1,0,0
3,44,2,1,385,94,4,30,2,364,102,1,-347,-1418,-5007,-3,0,-1,-1,0
5,30,4,1,328,68,5,27,3,288,83,0,-3364,-1516,-13123,-7,-2,0,-1,0
2,48,8,0,341,77,4,22,4,343,93,0,-3190,-1219,-1039,-6,0,0,0,0
3,25,2,0,363,88,4,33,4,370,85,1,4370,1507,6280,8,1,1,1,0
4,165,6,1,362,76,4,35,8,366,88,1,1296,-469,-2105,1,-1,0,2,0
5,23,9,1,409,116,7,28,7,408,88,1,3464,2098,9213,8,1,0,0,0
8,62,3,1,356,107,7,31,9,399,116,0,708,-1094,1543,3,0,0,0,0
5,22,2,1,344,88,4,104,6,345,84,1,3555,2014,10130,10,2,-1,0,0
2,26,5,1,334,86,6,44,7,361,66,0,-3048,-1327,-4393,-6,0,0,-1,0
2,47,6,1,381,104,3,19,10,329,91,1,3835,3318,7472,2,-2,0,1,0
6,42,6,0,378,80,0,34,5,354,87,1,4531,2711,1657,7,0,0,1,0
3,19,2,1,374,105,2,27,2,363,126,0,664,-1427,-5092,2,0,0,-1,0
3,27,9,0,360,86,2,35,3,343,74,0,-788,-206,-3020,-1,0,0,-1,0
7,200,5,0,360,102,2,197,12,339,79,1,4436,726,8838,3,0,0,1,0
4,22,8,1,367,60,6,33,10,339,74,0,2543,1950,6871,1,0,0,0,0
5,200,2,1,385,90,5,33,6,362,98,1,6682,3477,6736,11,0,0,0,0
1,28,3,1,364,81,1,29,9,358,108,1,3808,1532,5782,9,1,0,1,0
10,46,7,0,364,72,0,31,2,371,91,0,-758,691,-71,4,2,-1,0,0
7,33,12,0,314,80,6,30,5,378,89,0,-5085,-2062,-12996,-8,-2,0,-1,0
5,41,6,1,368,103,5,27,3,414,80,1,749,1083,1849,5,-1,0,0,0
5,32,3,1,387,91,3,35,5,352,100,1,2418,2257,436,1,1,0,-1,0
4,25,10,0,308,109,3,33,8,307,74,1,878,3618,4787,6,2,0,-1,0
3,32,7,1,374,90,7,192,5,363,98,0,-2597,489,3823,-5,-2,0,0,0
3,26,10,0,399,116,9,33,6,341,100,0,-1252,1004,-1655,-8,-2,0,-2,0
3,37,1,0,378,87,4,48,7,363,98,1,1905,2000,4111,3,-2,0,-1,0
6,44,11,0,334,85,5,36,8,340,68,1,-652,-1327,4336,-1,-1,0,-3,0
8,31,8,0,367,74,4,18,10,331,84,1,7432,4480,10587,10,2,0,3,0
6,27,5,1,376,84,3,30,11,399,107,0,-2003,-2672,509,-3,2,0,0,0
0,21,12,1,329,92,3,123,5,358,84,0,876,2240,-14285,2,0,0,0,0
2,21,6,0,329,87,2,30,11,317,84,0,228,-60,-3967,-3,-1,0,0,0
4,25,4,1,375,81,9,32,7,390,86,0,30,-897,-37,2,-2,-1,0,0
8,30,2,1,337,86,6,26,0,296,90,1,455,1433,4071,-2,0,0,-1,0
5,27,5,1,302,88,4,25,3,356,72,0,-2728,-2032,-5880,1,0,0,-1,0
4,68,12,0,378,73,6,34,4,445,114,0,-10393,-7319,-21672,-14,-2,0,-3,0
6,24,6,0,320,100,8,50,2,333,67,0,-2913,-2665,-10689,-8,-1,0,-1,0
4,34,6,0,382,106,3,200,6,351,71,0,-1430,-1249,-197,-9,-1,0,0,0
6,34,4,1,371,79,6,38,12,347,116,1,3582,644,2760,5,0,0,1,0
8,29,9,1,377,93,1,17,8,331,81,0,2258,775,572,0,2,0,-2,0
4,22,8,0,361,95,3,28,8,337,96,1,705,645,-4095,0,1,-1,-1,0
2,29,10,0,356,98,3,33,7,322,73,0,-596,445,-13683,-5,-2,0,0,0
4,33,9,0,322,71,3,26,5,348,88,0,-2747,-1124,-2521,1,0,-1,-3,0
4,18,4,0,372,90,5,62,13,347,73,1,3676,2063,11173,5,1,0,2,0
10,60,9,0,345,107,3,30,8,300,68,1,9739,6499,23078,22,1,1,0,0
7,29,9,1,349,47,5,27,4,370,80,0,-2591,-3790,-6154,-3,-1,0,-1,0
3,23,12,0,299,103,6,38,5,370,108,0,-8905,-6432,-7338,-12,-2,-1,-2,0
1,24,9,0,325,65,3,20,4,389,72,0,-5133,-2536,-11342,-7,0,0,-1,0
4,34,6,1,373,110,3,32,7,388,64,1,245,-1040,-329,-6,0,0,1,0
0,20,11,1,332,105,3,41,5,365,94,0,-4104,-1522,-14463,-9,-2,0,-3,0
4,37,6,0,355,99,4,28,11,351,76,1,2162,3261,1273,5,-1,0,0,0
5,40,3,1,353,96,1,25,4,321,89,0,2693,2411,405,4,2,0,-1,0
6,35,5,1,343,74,1,24,6,373,86,0,-3586,-3553,-2128,-3,-2,0,-1,0
5,31,8,0,396,90,5,164,4,352,121,1,-259,607,1419,3,1,1,0,0
0,28,7,1,332,98,3,21,6,330,82,1,3140,861,-4022,2,0,0,1,0
4,23,9,0,331,62,0,22,3,321,88,0,-3983,-1617,3284,-6,0,0,-2,0
0,19,12,0,294,73,5,38,2,409,110,0,-14646,-11030,-18103,-20,-1,-1,-5,0
4,22,9,0,308,62,3,141,7,298,78,1,1677,-2662,8789,8,1,-1,-1,0
5,31,2,1,406,91,6,33,11,373,120,1,7771,4261,11038,13,-1,1,3,0
10,34,12,0,322,73,3,20,6,389,98,0,-594,-2466,4647,5,0,0,0,0
3,33,5,0,358,96,6,28,3,377,87,0,-321,1049,-6051,-3,-2,0,1,0
4,30,8,0,373,90,6,30,5,373,76,0,-6355,-3838,-12187,-14,-1,0,-1,0
8,32,9,0,330,86,3,25,3,391,94,0,-9264,-5819,-10358,-13,-1,-1,-3,0
6,25,3,1,360,96,5,33,1,368,115,0,-3226,-3544,-9355,-5,0,-1,0,0
5,42,6,0,369,79,9,30,5,355,91,1,-241,203,2667,-4,0,1,0,0
3,43,6,0,383,95,8,32,5,387,128,1,-5088,-5466,-4263,-10,0,0,-1,0
3,22,6,1,351,82,3,34,6,352,120,0,619,-1581,-5288,1,-2,1,0,0
9,27,3,1,359,90,3,45,14,326,73,1,3312,4094,1609,3,-1,0,-1,0
7,32,4,0,369,72,3,24,13,366,87,0,1493,560,4643,0,-2,0,0,0
3,26,7,0,347,88,3,200,2,375,112,0,-1958,-1762,-7670,-3,-2,-1,-1,0
11,200,6,1,405,111,6,31,11,305,63,1,9780,5255,11231,9,2,0,2,0
4,34,5,1,378,106,6,30,7,431,106,0,123,-912,238,2,0,0,0,0
3,28,8,1,366,60,10,50,4,358,103,0,-3852,-1784,-2092,-6,-2,-1,-1,0
4,21,9,0,322,91,6,27,3,434,93,0,-13762,-7998,-15128,-18,-2,-1,-5,0
6,38,6,0,366,82,7,50,11,377,74,1,-253,-1143,-6288,-6,-1,0,0,0
3,28,5,1,390,90,2,28,7,355,110,0,4097,896,10090,4,-1,0,1,0
0,19,8,0,388,100,8,34,4,390,88,0,977,3029,-58,2,-1,0,0,0
9,32,10,1,338,84,4,77,4,373,91,0,-3527,-3668,-4244,-3,2,-1,-1,0
1,33,5,1,344,128,2,27,3,357,67,1,3785,2205,7324,4,1,1,-1,0
6,35,3,0,342,70,4,30,3,337,82,0,-2676,-967,-6824,-5,-2,0,0,0
4,27,6,1,375,65,6,96,7,354,106,0,-6521,-4490,-6257,-9,0,0,-2,0
4,29,3,1,331,96,4,35,4,335,90,1,1978,231,488,5,0,0,0,0
2,22,13,1,346,98,2,29,9,383,94,0,-2816,-3730,-5743,-10,-1,0,-2,0
4,26,6,0,333,82,4,28,10,371,86,0,-3789,-1211,-5389,-8,-2,0,0,0
2,45,4,1,332,108,3,28,3,326,95,0,451,-578,3922,-1,-2,0,0,0
3,31,9,1,378,83,5,27,4,389,105,0,2088,1618,11953,6,1,0,-3,0
6,32,6,1,341,94,8,38,11,308,82,0,-2017,-1113,2685,-8,-2,0,-4,0
3,23,4,1,342,104,5,33,3,344,98,0,2749,910,-2393,6,0,0,0,0
3,31,12,0,251,64,3,27,4,356,112,0,-10634,-6074,-8128,-14,-1,-1,-3,0
5,28,5,0,400,100,2,139,9,422,92,0,-3377,-3377,-15359,-5,0,0,-1,0
3,64,8,0,365,92,3,30,5,333,82,0,-2734,-3797,-6900,-7,-2,-1,-2,0
6,32,3,1,375,106,5,31,9,332,98,0,2772,1748,9185,4,-1,0,-1,0
3,27,9,1,347,99,1,24,3,371,80,0,26,980,-4379,2,0,0,0,0
5,29,7,1,411,90,0,23,4,398,96,1,4195,1630,6805,11,1,0,0,0
4,36,6,1,374,103,2,20,5,363,84,0,5100,2770,5876,7,0,0,1,0
3,30,6,1,373,128,1,23,6,344,83,1,6028,4680,8117,9,-1,0,0,0
1,34,9,1,338,76,2,29,3,344,87,0,-6546,-2055,-15242,-10,0,0,-3,0
4,56,12,0,323,68,3,28,6,373,94,0,-4357,-2811,2093,-9,-1,0,-2,0
6,38,6,0,329,64,3,26,6,407,111,0,-5728,-2216,-8209,-5,1,0,-2,0
4,27,9,0,352,98,3,87,5,391,82,0,-5168,-3659,-3292,-8,0,0,-2,0
3,23,8,1,357,102,4,34,4,351,104,0,-3199,-2032,-4446,-8,-2,0,-1,0
7,30,4,1,397,112,4,28,5,383,83,0,1295,1884,-9111,0,0,0,1,0
1,59,7,0,368,68,2,101,5,359,92,0,-2175,-2553,-2827,-4,-1,-1,0,0
2,30,6,0,402,102,2,24,6,394,84,1,942,3433,-4063,-2,-2,0,-1,0
3,26,10,1,363,100,2,26,12,419,80,1,3027,2103,11203,10,0,1,0,0
4,30,7,1,368,106,9,35,9,368,74,1,2574,3588,-718,3,2,0,0,0
3,25,12,0,311,79,1,25,10,344,92,0,-1493,-3149,-857,-2,-2,1,-1,0
2,25,8,1,351,81,2,26,4,342,82,1,452,-1773,1800,-2,1,-1,-1,0
7,29,5,0,344,76,1,24,9,331,104,0,-1541,-1015,-3516,-5,-2,0,1,0
2,23,3,1,374,90,7,38,4,325,76,1,3107,1605,3157,4,2,0,0,0
3,59,7,0,371,100,4,64,6,347,95,1,2005,1520,6009,2,-1,1,-1,0
8,33,7,0,349,97,3,95,5,377,118,0,-4185,-3562,369,-7,0,0,0,0
2,25,9,1,294,72,4,25,3,337,80,0,-6980,-3125,-8373,-8,-2,0,-3,0
2,58,1,0,409,94,5,131,8,364,106,1,3129,1909,2698,6,-1,0,-1,0
6,30,7,1,323,76,4,34,11,363,56,0,720,-1580,-1469,6,0,0,0,0
2,20,6,1,323,94,8,30,1,394,82,0,-3327,-2702,-12623,-5,-2,0,0,0
5,25,7,1,364,82,3,36,4,319,126,0,1184,-331,1882,5,0,0,0,0
8,38,11,1,334,73,4,24,6,339,86,0,-3127,-1764,-10656,-4,1,0,-1,0
1,24,9,1,372,83,4,30,8,318,98,1,4972,3370,14627,4,0,0,2,0
3,36,7,1,311,80,1,26,5,382,92,0,-4045,-4953,-3673,-6,-1,-1,-2,0
3,28,6,1,304,94,2,25,5,353,85,1,1747,1537,10489,0,0,0,1,0
3,27,6,1,389,81,2,26,6,304,74,1,4305,3395,10262,7,2,0,-1,0
1,58,11,0,259,92,5,64,6,351,72,0,-1000,324,-7900,2,0,1,-1,0
0,62,5,1,398,100,4,25,7,370,88,0,1882,578,5235,3,-2,0,1,0
0,80,3,1,371,102,5,29,9,316,92,1,2750,297,98,-5,-2,0,2,0
3,23,1,1,394,108,1,32,13,261,92,1,8918,6239,20314,17,2,0,3,0
3,107,5,1,410,100,5,88,8,305,84,1,5497,4542,4135,3,1,0,0,0
6,26,5,0,315,69,1,30,12,332,98,0,-412,-408,-3812,1,-2,0,0,0
5,30,9,0,347,81,7,25,7,373,97,0,-2384,-2037,654,-3,0,0,-1,0
2,25,7,0,357,83,4,26,4,360,84,1,-3349,-3238,-11329,-10,-2,-1,0,0
4,24,8,0,362,78,3,28,9,334,78,1,5893,2683,17054,15,1,0,0,0
4,36,10,1,329,85,5,33,3,380,88,1,-6461,-4260,-7094,-6,-2,-1,-4,0
6,23,9,0,364,90,6,26,3,363,90,0,-6304,-3591,-6072,-12,-2,-1,-3,0
4,24,9,0,314,65,8,29,9,328,81,0,-1872,-1225,-3446,0,-2,0,-1,0
5,35,6,1,317,96,3,26,6,302,76,0,-2111,-1281,-4226,-8,1,0,0,0
0,24,1,1,405,127,3,45,13,318,84,1,12292,8421,13371,14,2,1,4,0
3,31,5,1,376,85,3,28,6,336,118,1,-838,-657,-3322,-3,-2,0,1,0
4,29,6,1,383,78,3,28,13,352,80,0,7589,3533,10538,12,1,0,2,0
0,32,6,1,315,88,4,29,8,336,72,0,553,-377,-10077,-2,-1,0,-1,0
4,26,1,0,335,66,0,23,1,314,82,0,2477,2323,1493,4,-1,0,1,0
2,38,9,0,305,79,6,33,2,326,88,0,-8704,-5839,-16733,-19,-2,0,-1,0
7,31,5,0,349,110,2,22,3,362,94,0,-2476,615,-7062,-4,0,0,-1,0
6,27,2,1,353,78,2,24,7,313,85,1,5319,4049,2255,11,2,0,-1,0
7,22,8,1,345,98,2,22,6,357,80,1,3739,971,4961,3,2,0,0,0
4,24,4,0,397,88,5,22,8,322,91,1,5935,5384,5263,10,0,0,1,0
3,19,3,0,426,80,4,23,6,434,92,1,868,-1381,-1811,2,-2,0,0,0
1,26,2,1,319,85,9,32,0,338,69,1,-1499,-2354,-3673,-4,-2,0,0,0
2,22,5,1,383,103,5,26,3,379,92,0,567,-1360,795,-2,-2,-1,0,0
1,26,9,0,321,68,3,23,3,358,92,1,-5673,-6533,-17503,-8,-1,0,-2,0
4,78,7,1,373,82,1,24,12,291,90,1,10835,6408,11009,17,0,0,1,0
4,86,4,0,347,98,2,27,3,376,104,1,1057,1655,-2108,3,-2,1,-1,0
2,22,7,1,361,67,8,32,5,321,78,1,2942,2858,2770,8,2,0,1,0
5,30,5,1,328,90,2,29,9,340,104,1,-48,1004,2778,-1,-2,0,0,0
6,38,9,0,320,79,2,24,3,360,79,1,-6108,-3427,-6751,-8,-2,0,-3,0
1,24,8,0,405,104,4,26,1,394,100,1,-1671,1140,2737,1,2,0,-1,0
8,35,2,0,381,120,1,28,7,325,79,1,6547,6926,3043,8,0,1,1,0
3,32,5,1,369,98,7,29,6,358,82,1,777,2120,-5907,-4,1,1,-1,0
3,27,4,1,347,88,0,23,10,286,88,1,4936,2394,19411,8,0,0,-1,0
3,22,12,0,315,78,4,47,11,307,73,0,-4564,-2499,-7688,-6,1,0,-3,0
2,19,6,0,355,72,4,26,2,355,108,0,-6996,-4721,-4211,-11,-2,0,-2,0
1,53,5,0,322,85,4,58,2,387,78,0,-4084,-1665,-10051,-9,0,0,-1,0
3,25,8,1,369,116,7,31,4,361,100,0,4198,2946,8008,9,-2,0,-1,0
5,29,5,1,370,80,5,24,4,388,94,1,3507,2418,3630,10,0,1,1,0
4,68,8,1,359,72,3,74,3,351,99,0,-3292,-1116,-917,-3,-1,0,0,0
3,30,5,1,361,60,3,107,6,311,98,1,3681,1193,8086,6,1,0,1,0
4,91,5,0,323,90,2,200,2,356,89,1,4316,3397,9629,12,2,0,1,0
2,40,8,0,350,104,6,28,4,344,92,1,1737,3114,12215,3,2,0,-1,0
4,30,9,0,352,62,1,200,4,363,102,0,-7107,-5083,-17041,-17,0,0,-2,0
7,29,2,1,378,118,3,29,7,388,109,0,4096,2090,14260,3,-1,0,1,0
6,30,5,1,339,96,2,60,7,321,88,0,3271,700,880,3,-1,1,0,0
0,25,4,1,373,84,0,27,8,342,103,1,2638,839,4636,3,2,0,1,0
7,200,8,1,332,86,3,200,5,337,79,0,1341,1597,6744,4,-2,0,1,0
3,65,5,1,308,64,2,27,8,350,96,1,3655,258,-1203,9,1,0,1,0
3,27,7,1,340,93,4,43,6,345,112,1,2325,1444,147,8,2,1,0,0
1,20,5,0,377,88,4,29,7,322,110,1,1995,105,7660,-4,0,0,0,0
2,26,2,1,376,79,5,35,12,349,86,1,5058,3107,5379,5,2,0,1,0
5,27,3,1,387,85,9,31,9,389,91,0,-2811,-2362,2354,-6,0,0,0,0
3,23,7,1,401,100,3,35,5,355,79,1,3642,2960,9787,8,2,0,-1,0
4,34,6,1,325,76,2,26,5,327,93,1,3380,4740,3412,9,1,0,1,0
7,60,8,1,374,95,3,25,6,369,72,1,6615,4574,9991,13,1,0,0,0
5,34,6,1,364,76,2,27,11,347,78,0,3139,843,5061,7,0,0,1,0
0,24,6,1,381,97,3,25,6,393,78,0,-2342,171,5097,-3,0,1,0,0
3,37,12,1,388,120,3,41,10,355,71,1,5941,3121,13344,5,-1,0,1,0
5,32,2,0,435,96,3,30,6,350,96,1,3639,1866,10450,1,-1,1,1,0
6,36,11,1,379,107,1,28,5,316,88,1,8070,5086,10343,15,0,0,1,0
1,21,11,0,292,74,2,38,6,383,95,0,-10386,-8280,-11540,-14,-1,0,-3,0
5,37,6,1,401,98,3,28,6,397,114,1,226,-400,5584,1,-2,1,0,0
4,44,7,1,401,83,4,23,6,321,96,1,5124,3332,10624,7,-2,0,1,0
4,30,8,1,318,68,3,27,6,337,98,0,2068,146,-1445,8,-2,0,0,0
9,30,7,0,287,68,4,25,5,341,95,1,-4329,-5287,-6675,-6,-2,0,-1,0
3,25,5,1,409,87,0,21,7,377,70,0,3212,375,-6217,1,-2,0,1,0
4,29,9,1,381,82,4,30,5,383,90,0,-432,-56,3374,4,-2,0,-1,0
2,22,6,0,355,99,3,25,3,355,104,0,-1743,-705,1481,-5,-1,1,0,0
5,22,9,0,324,86,3,33,3,362,96,1,-5789,-5907,-5844,-12,-2,0,-1,0
1,18,9,0,269,87,5,27,3,362,68,0,-7898,-5605,-22343,-14,-2,0,-3,0
3,23,6,1,385,82,3,26,3,359,101,0,-212,1182,-1384,0,-1,0,-1,0
1,28,5,0,344,102,5,38,9,327,80,1,4484,3659,7080,8,1,1,1,0
5,30,5,0,313,86,5,28,11,313,72,1,-1470,715,-3142,-2,1,0,1,0
8,29,6,1,302,96,4,27,8,339,76,0,2227,2274,5878,8,0,0,-1,0
4,29,7,0,309,90,4,25,1,335,73,1,-3229,-2225,-5928,-2,1,0,-2,0
6,29,5,0,354,111,1,29,14,364,84,1,2768,564,-4086,1,1,0,2,0
6,25,6,0,335,88,6,31,7,365,84,1,2000,677,1043,4,0,0,0,0
5,24,1,0,381,122,6,94,11,318,62,1,8085,6705,12419,9,2,0,4,0
4,27,11,0,329,84,4,31,11,354,95,0,-6201,-4724,-12558,-15,-1,0,-2,0
3,35,7,0,347,112,4,36,9,383,99,0,-5148,-2282,-15015,-8,-2,0,-1,0
3,35,4,0,311,76,5,30,8,364,99,0,-5841,-3135,-8503,-6,0,-1,0,0
7,36,6,0,357,86,4,26,2,372,69,0,-1974,1713,-4722,-7,2,0,0,0
4,36,5,1,354,81,4,51,9,375,58,1,3514,1679,-4504,2,-1,0,2,0
6,32,7,0,334,90,6,23,6,380,81,1,-1048,728,-2826,4,2,0,-1,0
5,33,0,0,372,108,3,20,8,365,92,1,2786,2038,8261,1,0,0,1,0
3,58,7,1,353,82,4,68,4,323,112,1,3322,2588,9841,5,-2,0,0,0
6,30,4,0,338,94,3,96,3,371,92,1,-1346,-1074,2094,-4,2,0,0,0
4,28,5,0,360,99,7,36,7,356,75,1,1665,1315,8729,2,2,0,-1,0
1,19,12,0,332,86,7,200,12,353,73,0,-1652,299,1586,-3,-1,0,-5,0
1,41,10,0,325,56,2,23,2,394,92,0,-4594,-4198,-228,1,1,0,-2,0
3,30,5,1,402,104,4,25,8,366,123,1,4290,2086,3421,4,0,0,2,0
3,27,3,0,337,84,4,22,1,338,96,0,-574,-2238,-2844,-2,-2,0,0,0
2,26,7,1,354,101,3,32,4,337,70,1,5434,4183,13887,12,2,1,0,0
5,29,2,1,377,98,5,50,12,307,90,1,9390,5703,10364,15,2,0,0,0
2,200,6,1,352,102,4,28,2,351,78,0,2045,829,373,2,2,0,0,0
3,29,5,1,388,96,9,60,3,387,100,0,-3279,-986,-6456,-7,-1,0,0,0
1,188,1,0,392,94,1,20,6,350,94,1,5608,3465,5099,8,2,0,1,0
2,28,2,0,397,106,5,39,6,387,90,0,2822,1723,283,1,1,1,1,0
2,26,10,0,330,84,4,43,8,343,73,0,1244,937,7356,1,1,0,-1,0
3,28,9,0,362,90,3,28,7,367,108,0,-5083,-1784,-11691,-8,-2,1,-1,0
5,24,10,1,354,97,0,33,8,368,82,0,3526,3325,8537,12,1,0,-1,0
6,140,6,0,360,90,6,36,5,329,69,1,3054,2844,3306,6,1,0,1,0
5,132,6,1,374,94,2,24,10,326,110,1,5545,2407,6852,11,0,1,0,0
3,30,3,0,340,74,5,25,4,365,90,0,-1767,-1782,2096,-3,-1,0,0,0
0,25,6,0,363,65,1,23,3,357,82,0,-2196,-1320,22,-5,-1,-1,-1,0
6,52,11,0,316,89,2,42,3,359,98,0,-7703,-5353,942,-9,1,0,-3,0
6,33,7,1,346,108,1,23,7,299,72,1,5378,2838,7880,5,2,0,2,0
2,22,6,0,375,85,6,35,5,296,98,1,6710,3616,17516,12,-1,0,-1,0
2,19,6,0,368,94,5,29,6,347,74,0,1491,416,1143,4,-2,0,-1,0
4,29,8,0,374,92,2,29,11,330,85,1,-645,1018,-648,-5,0,0,0,0
5,32,8,0,339,78,5,32,4,387,88,1,1303,1101,5811,8,1,0,-2,0
5,100,5,1,373,72,10,36,3,331,80,1,634,-308,3012,1,-1,0,0,0
7,31,4,1,374,98,6,29,8,381,89,1,534,-3200,-1866,-1,2,0,0,0
5,28,4,1,385,98,2,29,14,291,111,1,4457,2062,7688,3,2,0,2,0
11,48,9,1,334,79,2,29,8,338,108,1,4499,3589,5978,11,-2,1,-2,0
2,25,6,0,371,84,9,29,8,322,110,0,-4572,-3185,-12435,-10,-2,0,-1,0
7,27,8,0,344,73,8,94,4,300,101,0,-3098,-3035,-6783,-10,0,0,0,0
4,65,5,1,382,114,2,51,9,357,64,1,10886,7262,17029,17,1,1,2,0
6,28,7,1,395,91,4,27,9,331,78,1,8922,5332,4500,10,2,1,4,0
3,67,8,0,356,71,5,159,1,346,104,0,-2362,-1252,-13064,-5,-2,0,-1,0
7,194,11,1,345,66,9,28,3,371,98,0,-3896,-3148,-3016,-7,1,0,0,0
6,57,7,0,346,98,6,26,2,352,92,0,-1452,-614,1488,-4,-1,0,-1,0
8,35,9,1,316,70,4,28,4,359,97,0,-2527,-1380,-1384,1,-2,0,-3,0
5,28,10,1,317,89,4,28,2,369,106,0,-2568,158,2323,-2,-2,-1,-1,0
3,27,9,1,351,72,3,52,8,341,77,0,-603,-1542,3999,-1,-2,0,-1,0
5,33,4,0,383,86,2,56,3,333,61,1,1119,1763,396,-4,-2,0,-1,0
3,26,1,1,381,93,2,28,16,287,90,1,14158,9472,21210,25,2,0,4,0
5,30,0,1,387,110,1,25,7,389,90,1,3413,2240,-5373,6,2,1,0,0
4,35,9,1,353,86,6,38,5,353,94,1,2345,768,8410,2,0,0,1,0
5,34,4,1,355,112,2,26,8,289,76,1,7619,6805,15126,11,1,0,-1,0
4,57,6,1,424,96,4,29,2,376,96,0,2292,1739,-371,6,-2,0,0,0
6,33,6,1,337,88,4,34,11,357,96,1,4705,2163,11127,10,2,1,-3,0
2,37,9,1,337,84,7,53,3,383,83,1,-2860,-2456,-11682,-2,0,0,-1,0
6,88,4,1,407,76,3,27,4,372,75,1,1797,879,7226,6,1,0,-1,0
