blueTeamTotalGold,redTeamTotalGold,blueWin
29173,28522,0
30112,26683,1
28498,27377,0
26843,31906,0
24788,26937,1
27168,27320,1
23961,28687,0
28859,27248,1
28958,29484,0
31475,26687,1
26955,30327,1
30090,27573,0
30574,24422,1
29618,30546,0
24735,26939,0
28126,26693,1
31202,27155,1
29364,31503,0
33680,28146,1
30472,24084,1
27163,29388,0
27615,28465,1
27028,26294,0
28252,27493,1
29807,25549,1
28216,27007,0
28836,25729,1
27615,28353,1
28083,28627,0
24928,29794,0
23374,32239,0
26792,31954,0
30875,30460,0
34241,25638,1
30314,28179,0
27950,28332,0
24596,30929,0
25147,31171,0
32077,26674,1
29956,28760,0
28243,32416,0
35079,25790,1
26650,33070,0
25581,34512,0
28883,23728,0
33212,27816,1
27961,27111,1
28304,32713,0
28598,30753,0
31323,27182,1
25720,31813,0
25026,26565,1
26674,28091,0
28623,29395,1
26184,26285,1
28142,27182,0
21851,28835,0
25460,27763,0
33340,30199,1
33974,36639,0
33793,27688,1
30312,33094,0
29148,34486,0
29786,25076,1
31049,23844,1
23917,32071,0
27774,29733,0
30790,26238,1
28348,24932,1
28901,28699,0
26887,26434,0
27555,28638,0
27165,32254,1
30464,25330,1
23523,29998,0
26436,29742,1
28582,26262,1
27267,31528,0
26584,31531,0
22530,24706,0
23019,30491,0
25660,30926,0
28164,28068,0
32200,28060,1
26878,29157,0
30643,28620,1
32314,29703,1
23185,31828,0
27908,25978,0
32021,28735,0
30291,33441,1
26267,25343,0
26577,29650,1
28368,26534,1
26536,28381,0
27211,28523,0
29871,23934,1
28840,28483,0
25484,27812,0
29516,28909,0
28156,26463,1
28656,31159,0
21527,31155,0
26882,25332,1
27718,26001,1
26788,28467,1
24830,28152,0
26297,27908,1
25537,23669,0
26852,25605,1
26752,25383,0
34475,25105,1
24319,28864,0
27511,30489,0
31581,29366,0
30810,28398,0
25389,27828,0
25683,30419,0
28459,25570,0
26989,25031,0
28298,33765,0
24974,28889,0
24746,31479,0
32290,25296,1
27234,29824,0
31251,28272,1
29665,30231,0
26451,24533,1
32598,33508,1
26235,24568,1
29959,33035,0
26100,28262,0
27142,29216,0
32443,25497,1
31590,24896,1
31509,25831,1
28085,25583,1
21954,36405,0
27931,25362,1
26986,27249,0
24617,25837,0
25087,26251,0
23300,26137,1
27011,27595,0
26815,29063,0
27860,27670,1
24411,24964,0
29590,23931,1
28683,28677,0
27233,31855,0
25659,28271,1
29995,24322,1
25966,28098,1
33309,29096,1
28213,30515,0
26192,24260,1
25370,25834,0
31607,20779,1
22906,31660,0
29790,28531,1
23299,29515,0
31946,24630,1
26636,26383,1
31501,26276,1
31262,23363,1
29205,25810,1
28688,26367,1
27757,26488,0
26293,34234,0
27895,24865,0
27363,33385,0
26416,33895,0
29322,27687,1
34083,25691,1
26361,28967,0
32763,29663,1
27318,27779,1
30083,31285,0
28154,28044,0
25413,29489,0
30059,29722,0
26053,25379,0
24997,29769,0
26452,26425,1
29225,30440,0
28780,25478,1
29216,30988,1
23872,33743,0
30195,27163,1
34399,28538,1
25131,30279,0
31341,27852,1
27010,32051,0
30979,25293,1
31000,26209,1
27231,27787,1
31204,28117,0
28698,26615,0
29597,31084,0
32528,26144,1
27111,29969,0
31564,26217,1
28461,26993,1
28228,26424,0
27607,30281,0
27155,28399,1
28604,26839,1
34033,27231,1
27584,25098,1
26028,33375,0
29190,29106,1
25130,28627,0
27529,27124,1
25185,30332,0
24726,30639,0
35314,22763,1
29488,24964,1
28453,24613,1
30339,26617,1
25814,30798,0
25689,31918,0
27618,29366,1
27210,33933,0
32629,26323,1
37667,27065,1
27386,23443,1
27041,31653,0
31073,27903,1
30820,30372,0
26346,29532,1
26065,30687,0
32209,24675,1
26338,26976,0
23298,30062,0
26534,30952,0
26329,27852,0
29677,24836,1
27362,25446,0
33993,26401,1
31747,26041,1
29071,28487,0
23205,29660,0
29869,27430,1
28036,31505,1
29933,25863,1
30807,28814,0
25118,29348,0
25601,30771,0
24290,30155,0
29983,25397,1
33755,28397,1
30932,26749,0
30291,23634,1
25204,29082,1
25766,27538,1
24958,26155,1
30990,28942,1
29017,29286,0
28216,24610,1
30293,24869,0
28504,29679,0
27662,33810,0
31307,25575,1
28278,26627,0
24705,29191,0
32040,25738,1
26459,30032,1
26901,29369,0
27259,27129,0
28164,29706,0
27323,33488,0
26947,28123,0
29957,26639,0
27965,27253,1
25863,31003,0
26445,30928,1
31052,24958,1
23554,25225,1
28107,30574,0
29695,28431,1
29735,30904,0
27658,30511,1
31529,28157,0
29296,29390,0
28405,24014,0
27567,26404,0
27236,29257,1
22210,28514,0
28998,27295,1
27801,28742,1
26854,30387,0
28443,29467,1
24316,31645,0
27351,27774,0
26457,27355,0
33279,29544,0
33159,23978,1
27287,27724,0
25622,30391,1
31678,27617,1
33885,26178,1
29426,29418,0
25682,29471,0
28145,25896,1
25996,25910,1
25450,24774,1
27982,29188,1
29020,23957,1
27687,30067,0
30941,26354,1
23613,26773,0
30293,24790,1
30869,23631,1
30229,30954,0
25083,28085,0
29631,25127,1
29842,26309,1
35988,26370,1
28777,27752,1
23959,28168,1
25835,28481,0
26665,26949,0
26604,28559,1
31121,31063,0
25638,31238,0
29843,29431,1
29008,27991,0
28369,29176,0
23621,27599,0
28924,33544,0
24981,24205,0
30857,23956,1
26371,26892,1
24561,30439,0
24076,31463,0
27521,26136,1
30753,23338,1
28131,25221,1
25805,28907,1
26856,28648,1
24170,28381,0
22655,28303,0
31363,25679,1
26349,27631,1
26238,31929,0
29890,24708,1
27533,29388,1
25396,27575,1
32004,28645,1
30933,27565,1
25977,29876,1
29291,31122,0
30844,26063,0
30272,26258,1
27145,23814,0
32356,27918,1
24158,25688,0
33255,26313,1
27053,23366,0
28607,33138,0
28876,24331,1
24695,25209,1
25489,24952,1
29129,26905,0
25339,28159,0
29156,28614,0
30439,27063,1
28607,26674,1
28801,27084,1
28762,23034,1
25569,23202,1
24274,28474,0
28626,28151,1
29747,23013,1
26932,26689,1
30533,32073,1
27944,24539,1
28489,25886,1
26480,28080,0
25387,30312,0
24953,25398,1
25823,27964,0
25436,28571,1
29607,30257,1
27703,26932,0
31119,25163,1
26780,31279,0
32452,25971,1
23765,34600,0
24874,23804,1
30843,31065,0
27348,31597,0
25411,27369,0
25322,27898,0
29405,26705,0
29479,24491,0
28107,27006,1
27353,26130,0
23545,29538,0
29896,29514,1
28236,27759,1
25763,25799,1
28331,25527,0
28374,25641,1
29281,30210,1
24678,27811,0
25749,27959,0
22190,28212,0
30835,26147,1
30462,28482,0
30595,28013,0
29105,29164,0
26394,30893,1
32601,26555,1
27006,25616,1
30950,27473,1
30454,25562,0
27236,30406,0
24179,26189,0
30360,27846,0
28877,24179,1
27461,31214,0
34849,29842,1
30097,25789,1
27339,33740,0
27809,26400,0
26759,27026,0
32052,25077,1
29926,25087,1
26422,26762,1
24208,28892,0
25375,25175,1
31837,26599,0
30486,29268,0
25482,31001,0
33426,28139,1
28104,26961,0
31447,29452,1
25009,31493,0
30113,30265,0
25247,30457,0
27410,26859,1
24955,28253,0
38433,28272,1
28067,25654,0
24873,27027,0
30051,26489,1
23590,30312,0
26825,26273,0
26992,28138,1
24429,28744,0
27255,27514,0
26808,29573,0
27500,32188,1
28050,30252,0
28871,26978,1
31000,24246,1
31417,27659,1
27919,24431,1
24414,26661,0
31421,27594,1
25654,27760,0
27918,30289,1
28122,28660,0
32752,25495,1
32252,23828,1
24155,28026,0
31887,26877,1
28456,26269,0
30009,25139,1
24433,30289,0
32546,27592,0
33117,25272,1
27713,26098,1
27732,24741,1
33821,27156,1
28110,30716,0
33447,28321,1
27899,32457,0
25281,28204,0
29837,25593,1
27809,27788,0
28797,28864,0
33177,22074,1
28268,27845,0
32167,24503,1
26357,25786,1
26759,29326,0
26538,24134,0
24329,28338,1
32399,29129,1
26636,29840,0
30829,27871,1
30298,23586,1
24710,30786,0
32299,29065,1
33796,25907,1
27717,28479,1
23840,30487,0
31108,27780,0
25487,26492,0
24796,27458,0
29059,31189,0
25652,29963,0
29348,30645,0
32125,26031,1
23893,34203,0
25715,31706,0
33140,29152,0
28412,28089,1
31733,32159,0
22948,33362,0
25001,28180,0
24865,30948,0
27365,25795,0
27444,27474,0
31287,24802,0
26004,31570,0
22717,35358,0
26481,27130,1
28743,29711,1
28927,25078,1
28848,30068,0
22991,26553,0
24563,28366,0
29478,26884,0
29478,29962,1
26275,29986,0
34417,28234,1
25991,28699,0
27951,28753,0
27641,25408,1
26102,33778,0
27031,33128,0
31769,27313,1
29850,27966,1
28486,28625,1
28178,24585,0
30154,26387,1
31302,26550,1
25446,28169,0
30666,29373,1
33040,23959,1
25900,28048,0
26793,35642,0
25742,26593,0
26341,25896,0
33100,22731,1
30005,25587,1
26365,25349,1
28172,29880,0
34317,27571,1
23686,29323,0
29474,30516,1
37400,20840,1
29196,31591,1
28214,29809,1
24410,31006,0
27432,26752,0
29656,26291,1
24070,27987,0
27348,32154,1
30845,25121,1
27992,33274,0
22800,30538,0
24372,30790,0
23453,32178,0
25317,26494,0
29251,27519,1
24359,24808,0
25827,28547,0
28220,27170,1
27208,23839,1
29295,26429,1
26958,30888,0
30987,26466,1
31284,27451,1
26342,28240,0
25420,26719,0
26140,27220,0
25344,28712,0
26607,26654,1
26909,24574,0
24037,28684,0
29729,26013,1
30015,29415,0
28200,22766,1
30834,28234,0
27964,29008,0
27651,25656,1
27486,32046,0
24938,24575,0
22854,32811,0
30032,26100,1
34294,29564,0
31559,26387,1
27911,28308,1
28309,27802,0
26819,31248,0
27075,24400,0
30311,29147,0
28462,26714,1
26308,26685,0
26029,29301,1
25674,34051,0
30792,27159,1
26413,27572,0
25839,28250,1
29817,26124,1
35570,26914,1
37673,23580,1
28131,23484,1
24859,32090,0
27051,31095,0
29178,24873,0
22817,33182,0
30321,26944,1
26656,29999,0
28855,28411,1
23040,31413,0
28417,27550,0
31246,28762,0
29382,26131,0
27368,28007,0
24968,33094,0
31040,25817,1
28834,28665,0
31382,24175,1
31904,25741,1
25685,36600,0
30084,28780,1
30373,31145,1
26970,29026,0
27437,23352,1
27484,30791,0
28529,31522,0
33342,22989,1
31046,22964,1
25827,29386,0
27544,23025,1
25844,30905,0
24091,25712,1
29358,27260,1
27178,29721,0
33073,18313,1
32923,27549,1
22452,28238,0
26068,30959,0
28070,27261,1
24594,28805,0
33196,23733,1
26318,27394,0
28218,27251,0
27288,27199,1
25622,27849,1
25684,33546,0
31469,25902,1
26662,27503,1
27830,28856,0
27523,26721,1
26933,29950,0
28315,26188,1
24851,34633,0
25407,29741,0
24114,32262,0
26176,30018,0
24487,30887,0
24086,29445,0
30974,26354,1
26454,27240,0
26201,32452,0
30077,26422,1
31514,23972,1
27373,34574,0
32427,23389,1
30058,27866,0
29041,27023,0
30101,26210,0
27153,24562,0
26180,30187,0
23730,23827,0
25973,27052,1
26802,29560,0
29890,23190,1
31962,25299,1
26711,31150,0
35934,26491,1
30967,30931,1
34900,26017,1
25568,28501,1
27534,25836,1
30120,25770,1
25484,26114,0
29114,27230,1
25658,26682,0
26242,23797,0
26151,28434,0
27635,30800,1
33177,26779,1
30984,27342,1
25247,28117,0
26942,26115,0
29720,23462,1
23808,28433,0
26280,27084,0
31791,30322,0
24070,28684,0
28784,25491,1
29736,28837,0
25989,29911,1
27271,27055,1
22872,28675,0
31044,28524,1
25756,28323,0
26922,30922,0
26883,25540,1
24802,33810,0
26985,25455,1
27509,27509,0
27938,29229,1
29125,31633,0
31260,30091,1
24316,24525,0
29902,25056,1
22628,30910,0
27453,25865,1
26541,27837,0
30371,29779,1
26492,29186,0
24754,29886,0
31210,22916,1
26046,25130,1
34464,25727,1
31877,24628,0
25866,29208,0
32078,25958,1
27823,32210,0
28039,25584,1
29047,28026,0
27369,28279,1
28903,26997,0
23756,28977,1
29050,25197,1
30576,29615,1
29307,30210,1
25628,31503,0
24101,30011,0
28407,26566,0
31657,27104,1
26388,25977,1
30075,25454,1
24390,30132,0
30628,28010,0
28515,27726,1
29351,27915,1
28254,28585,1
26850,26037,1
30694,24524,1
26655,33772,1
25171,29281,0
34476,22877,1
27077,28270,1
29855,26924,1
30651,28847,1
24173,32369,0
28949,25927,1
29931,26827,1
29024,24390,1
26999,26641,0
26249,24318,0
28402,32328,0
25683,27058,0
27809,27312,1
30031,28119,1
26483,29124,0
29340,31132,0
30083,25902,1
29152,27234,1
29997,24955,1
31441,27418,1
28649,25286,0
25296,32609,0
25787,28362,1
30506,23822,1
26573,26293,1
29934,24460,1
30709,28266,0
34987,25043,1
31173,30214,1
32554,28197,1
36422,26802,1
32446,27264,1
25775,33832,0
27240,23989,1
30236,23648,1
22908,29735,0
26527,25998,0
25529,26658,0
30975,28849,0
28648,24639,1
30597,26772,1
25787,29646,0
28365,25719,1
32475,23494,1
29390,26151,1
23621,31393,0
25969,25965,0
33543,28643,0
30076,29282,1
29575,25232,1
30617,31600,0
33014,27159,0
32458,24673,1
29068,32841,1
32658,26232,1
28314,29871,1
32268,28734,1
25035,28129,0
22747,30134,0
32614,26135,1
29385,26260,1
26123,26066,0
25683,27717,1
33194,24461,1
29089,25026,0
25021,26576,0
28887,33870,0
30194,24791,1
30301,27040,1
32706,29582,0
26763,32188,0
30284,30364,0
32495,22402,1
26239,31125,0
27708,27299,0
24697,30464,0
25234,33786,0
22230,37457,0
27453,25950,0
30582,28417,0
34507,23858,1
25291,28263,0
29458,26589,0
33326,26966,1
26929,29803,0
25043,25475,0
28761,29276,0
29276,31245,0
29100,27338,1
28110,28304,1
28625,26035,0
31041,28295,1
30236,23248,1
28166,34920,0
24609,32374,0
27271,27755,1
29319,27435,1
24780,25978,0
28830,29187,0
30579,25016,1
28303,25753,1
32313,24552,1
32840,23986,1
31018,29469,1
31389,29557,0
27112,26590,1
30617,24791,1
26701,26045,1
31035,27580,1
25181,27643,1
28275,26401,1
24723,27623,0
30250,26389,1
25012,26298,0
32785,20432,1
24637,30215,0
28430,25695,1
30335,26882,1
26591,23187,1
27217,30103,0
28876,26182,1
29562,25304,1
26002,29887,0
29659,30449,1
26576,30399,0
28128,25637,1
32931,23043,1
30328,27926,0
27439,29837,0
27901,26195,1
31450,27699,1
27609,32893,0
26211,27823,0
32700,26827,1
23818,30368,0
25195,28273,0
25215,26955,0
25372,27529,0
23132,28243,0
28049,28506,0
32654,29012,1
27269,31931,0
23650,33842,0
27745,33426,0
34427,25117,1
29164,26094,1
25778,30208,0
29277,28741,1
28772,26961,1
24487,26158,1
26709,28472,0
27724,32347,0
31910,28452,1
28337,27550,1
32734,25259,1
30785,24276,1
25617,29722,0
30379,23904,1
35635,25285,1
25291,28020,1
25472,27677,0
27289,25826,0
31412,27142,1
28737,27498,1
25049,26343,0
29206,28897,0
29313,28527,1
26725,34281,0
35099,26617,1
27059,28198,0
31747,28011,1
29360,26434,0
27001,25996,1
30905,26364,1
29655,26471,1
25994,26007,0
24512,28554,0
29913,28269,1
27297,30294,0
25846,28185,1
25838,26162,1
24588,25473,0
30030,28451,1
33949,25771,1
28372,28376,0
22954,30696,0
26036,24501,0
27151,27271,1
25888,27429,0
29646,27176,1
34578,21907,1
22306,35964,0
27653,29279,0
29950,30139,1
26781,29643,0
32144,31584,0
28936,26836,0
26094,27899,0
29241,28068,1
26166,32638,0
25888,29290,0
35931,24567,1
32337,25501,1
29527,23033,1
27315,32733,0
22700,31156,0
35613,20285,1
26788,33902,0
27664,30289,0
29251,31536,1
30879,25406,1
29144,25142,1
25104,25729,0
30520,27319,1
23363,31422,0
27413,30866,1
25015,26359,0
25585,31716,0
29935,29672,0
26092,23839,1
25938,30675,0
28194,26846,1
24019,24428,0
24648,28583,0
28724,25700,1
26190,26933,0
31252,23289,1
23650,30507,0
29316,25326,0
31725,28209,1
27242,30244,0
28382,27516,0
25950,27106,0
26332,31194,0
29407,26650,1
26667,34194,0
30830,26050,1
28321,26724,0
26582,30831,0
25343,25070,0
31813,24225,1
29323,31175,1
28440,30738,0
23493,26741,0
27744,27800,0
28317,26432,1
29470,30750,0
27667,29298,0
25618,27457,0
23827,29672,0
23960,33218,0
32015,24285,1
23822,27957,0
27609,34418,0
27918,29645,0
28794,25613,1
27883,23604,1
27250,28970,1
24333,28208,0
27825,31950,0
26832,29440,0
26673,27276,0
29872,28448,0
25779,32046,0
25649,29769,0
24404,28906,0
26359,24863,0
31805,26524,1
36652,26504,1
29723,24725,1
28035,32960,0
25004,28584,0
30016,27671,1
23543,25909,0
27504,28969,1
28480,25312,1
29193,27837,0
27956,28222,1
24833,31360,0
26012,26932,0
28287,26627,1
23571,34846,0
24606,30853,0
29921,30815,0
32147,23241,1
26804,26064,1
27956,27502,1
27990,26279,0
23810,27178,0
26520,25485,1
27604,29039,1
27881,30317,1
26074,26594,0
27131,31769,0
29855,25164,0
26359,31363,0
28607,30755,0
29031,29898,0
28187,28912,0
28666,25139,1
29065,28570,1
31659,26693,1
27668,31537,0
28365,25342,0
28101,27873,1
23328,25630,1
29816,24066,1
27418,29007,0
31823,24687,1
23881,28437,0
22627,30585,0
26282,23857,0
28694,24571,1
25281,26861,0
27762,28981,1
28104,25716,0
33297,24145,1
28758,22270,1
25053,26552,1
27998,27641,1
30490,21977,1
26142,27231,0
29939,26449,1
29995,26073,1
22971,27256,0
25505,30886,0
26371,30018,0
28659,27349,1
30802,31585,0
32291,22792,1
25754,33143,0
25740,28133,0
29442,29287,1
28260,23599,1
24736,32841,0
25974,30532,0
33199,30256,1
30794,30074,0
29438,26481,1
27883,31044,0
24822,31329,0
33494,27896,1
29950,28027,0
29667,32748,0
27539,33427,0
28788,21677,1
31403,24514,1
28783,27582,1
26946,30006,0
25712,30801,0
23025,28252,0
30348,28167,1
26444,31226,0
33074,26177,1
23462,28393,0
28610,24378,1
26175,27321,0
26418,23033,1
26747,32647,0
31164,28304,1
26775,27391,0
25868,28065,0
27992,24398,1
27617,26259,1
24968,30002,0
28892,25891,1
35002,23284,1
28390,24972,1
27105,28034,0
28328,31404,1
28376,29762,0
26198,30253,0
27746,25902,0
27132,26380,1
28256,25801,1
28604,27336,1
33245,26770,1
24993,28794,0
32402,26995,1
34073,21699,1
27848,30601,0
31979,29123,1
24627,30446,0
31690,25152,1
25860,24273,0
25815,27039,0
23008,27854,0
25960,27817,0
27227,29561,0
25644,27902,1
32537,24259,1
28039,27950,1
29071,29350,1
26264,26500,0
24749,25654,0
29497,25856,1
26376,28490,1
27680,28841,1
24284,30348,0
28240,26950,1
25310,28358,0
28054,28720,1
31954,26754,1
23864,25417,1
26231,30651,0
31029,28097,0
30304,25978,0
32961,24180,1
27521,24698,1
26751,26157,1
23676,29922,0
32700,21952,1
29100,25815,1
25381,25239,1
26397,26286,0
27721,22001,1
29876,26821,1
21879,28080,0
26656,28691,1
30031,31127,1
25456,29053,0
28531,27387,1
28180,28811,0
30504,29966,0
32649,24372,1
30319,29548,0
31491,29148,1
25879,30349,0
28530,25301,1
24186,27584,0
31122,26391,0
26307,25180,0
27857,26880,1
26423,30645,0
27670,25734,0
29218,27435,0
25731,27542,0
26335,31708,0
29352,21997,0
24075,24781,0
32235,23669,1
29603,27746,1
26083,24013,1
27904,25799,1
30051,26148,0
28538,24587,1
30866,23860,1
29978,29524,0
31680,23589,1
25237,25280,1
26950,27042,1
27708,25751,1
27086,26247,1
25888,27566,1
28663,23939,1
29182,26995,1
30239,26152,1
29952,25498,1
24403,29398,0
28107,31228,0
25076,30873,1
26789,27374,1
25362,30234,0
23573,26360,1
25367,28376,0
26779,33566,0
36044,20774,1
29120,26770,1
30016,28660,0
31973,25943,1
29577,31719,0
27822,31907,1
27685,28365,1
32521,33174,1
25975,27977,1
28039,24979,1
26845,30711,0
29089,31488,1
30923,22293,1
30759,23513,1
29760,26975,1
24579,26256,0
24925,29776,0
24684,29194,0
27853,28866,0
22763,26613,0
26690,23376,1
26844,27881,1
26656,30473,0
23746,27589,0
30648,27491,1
26304,31585,1
28516,25853,1
29851,26877,0
27252,25284,1
28625,24964,1
22835,33257,0
27527,32342,0
26439,32365,0
29371,22824,1
24561,34720,0
25310,31746,0
32289,26565,1
30252,26636,1
29003,27463,0
30102,25105,1
27729,28077,0
27334,28389,0
33942,26700,1
29376,24855,1
29349,32074,1
35578,24947,1
28527,24184,1
26826,26499,1
30120,26919,0
29447,27684,0
24569,27285,0
28528,30159,1
30935,26366,1
24238,28710,0
27657,26948,1
28019,31207,0
29763,24956,1
28007,21996,1
31289,24649,1
26400,27861,1
26572,29124,0
25694,23747,1
25139,25844,0
32517,25639,1
26978,25562,0
24077,30305,0
29893,29488,0
29529,31792,1
27567,28203,1
27834,26096,0
33744,27764,1
28382,26882,0
26259,31841,0
32634,21960,1
30471,25852,1
27593,24985,1
26086,25793,0
23012,26940,0
28404,30056,0
26138,30938,0
28933,26545,0
26801,34023,0
35490,25695,1
26223,28499,1
30845,23104,1
23064,28390,0
29176,25193,1
27252,25608,0
26476,27795,0
31307,29072,0
25646,27662,0
30768,28370,0
30816,27431,1
26732,30083,0
26373,29036,1
32410,25908,1
31748,27853,0
29730,26897,1
25465,35967,0
30298,27494,1
26818,29293,0
25181,30482,0
25775,29194,0
24579,28461,0
28714,29177,1
31459,25640,1
31554,23656,1
27786,26741,0
24260,30368,0
26229,29515,0
29654,26276,1
31681,28941,1
28369,25911,0
27183,28173,0
28067,28704,0
28593,31570,1
26136,25210,1
31461,26168,1
27434,27257,1
28612,23745,1
28922,29765,0
27058,26781,0
26385,26400,0
29795,30201,0
20998,35961,0
30663,26429,1
28504,27916,0
26047,31581,0
27199,25327,1
25286,28728,0
32532,28711,0
22163,31804,0
28413,26570,1
29864,26186,1
27976,25886,1
26563,26172,0
28998,27357,1
30032,30458,0
33659,26253,1
25955,23908,1
29998,28084,0
30130,28459,1
34198,26017,1
24618,29680,0
24191,27197,0
27598,28944,1
27533,25183,0
28690,30877,0
29310,26731,1
32044,29507,0
31147,27876,1
24268,25930,0
28521,30301,1
34076,30969,1
25934,25590,1
29368,27270,1
22362,31014,0
29460,31767,0
27647,31514,0
28615,25067,1
29522,24741,1
27393,28490,0
25434,24529,0
32363,23920,1
27458,30048,1
26676,28319,0
31146,26836,1
24113,29949,0
22536,34084,0
32399,28558,1
34552,27588,1
33572,25303,1
27045,35967,0
26153,26802,0
30241,25358,1
26772,30960,0
27097,30648,1
26475,31321,0
28907,25766,0
26537,35911,0
32837,23794,1
34081,21274,1
26955,31247,0
26279,33557,0
31669,21746,1
29351,27333,1
25234,29862,0
34313,27141,1
30636,25990,1
30031,29086,1
31841,30559,1
28592,29147,0
27505,25566,0
27293,28213,1
25382,31917,0
28072,25073,1
25764,29299,0
28007,33288,0
27648,27688,0
27463,24446,1
32863,25731,1
27789,23004,1
23469,33543,0
27922,33086,0
20853,32135,0
28782,23857,1
31262,26793,0
29986,25325,1
34278,30010,1
27916,27480,0
27182,30220,0
25361,26043,0
24260,29924,0
30231,30933,1
26952,29230,0
27064,29380,0
28489,31026,0
24929,27371,0
30493,25536,1
32332,26049,1
27942,25884,0
32037,30280,1
31109,29211,0
28535,30246,0
30864,30341,1
29606,24258,1
31411,25224,0
28406,26564,0
26442,28726,0
29323,24505,1
32971,29085,1
26809,31006,0
25022,29469,0
27667,28172,0
26194,31518,0
28880,27078,1
27398,30661,1
27257,28597,1
26418,30589,0
28325,26379,1
25144,26880,0
27763,27823,1
29001,30948,0
